date,top_5_ret,bot_5_ret,spread
2026-05-18,0.07207130616983025,-0.05229298467369623,0.12436429084352649
2026-05-20,0.05177432507594104,0.004077799993657262,0.04769652508228378
2026-05-21,0.12513676011770877,0.04498235437547864,0.08015440574223012
2026-05-22,0.04782638380616968,0.0269054253571741,0.02092095844899558
2026-05-25,-0.02998982357877362,-0.00683433341834549,-0.02315549016042813
2026-05-26,-0.00023212149437481928,-0.0037415656447424587,0.0035094441503676394
2026-06-01,-0.00884762465335108,0.0440319823768121,-0.05287960703016318
2026-06-02,-0.0214382255401308,-0.09595499050045499,0.0745167649603242
2026-06-03,0.0422710173525268,-0.08844296657364244,0.13071398392616923
2026-06-04,0.012764716156624997,-0.02245065041802292,0.03521536657464792
2026-06-05,0.07111078407808555,-0.1729865976774177,0.24409738175550325
2026-06-08,0.08949695862831868,-0.1415129425979304,0.2310099012262491
2026-06-09,0.10007308703705568,-0.13353221821881398,0.23360530525586964
2026-06-10,0.06706747474247085,-0.2090995028827211,0.27616697762519193
2026-06-11,0.05227742822022145,-0.09688934347873954,0.14916677169896098
2026-06-12,0.04430428006664185,-0.018780346100260623,0.06308462616690247
2026-06-15,0.01885291873671016,0.012349680273288519,0.006503238463421643
2026-06-16,-0.000453807659598357,0.01857237569713382,-0.019026183356732177
2026-06-17,-0.021338240679002203,0.01824859623413174,-0.039586836913133944
2026-06-18,-0.09184264913913488,0.0199252996405193,-0.11176794877965418
2026-06-19,-0.08914619308401477,0.07154962164219239,-0.16069581472620714
2026-06-22,-0.06406622122974279,0.03924418588631982,-0.1033104071160626
2026-06-23,0.005895411723087138,-0.06964739613353618,0.07554280785662332
2026-06-24,0.022619108283160473,0.0171274411068885,0.005491667176271971
2026-06-25,0.0664324457199548,0.08120917415201594,-0.01477672843206114
2026-06-26,0.041152454444473,0.07412388498307318,-0.03297143053860018
2026-06-29,-0.03373955581547246,0.02859436263188204,-0.0623339184473545
2026-06-30,-0.01389567375663588,0.05734528399004354,-0.07124095774667942
2026-07-01,-0.0216439936289217,0.09896515122059568,-0.12060914484951737
2026-07-02,-0.04822376832864507,0.016680464044743958,-0.06490423237338902
2026-07-03,-0.0008615156934986004,0.00904756167903526,-0.00990907737253386
2026-07-06,-0.039938673236319,-0.03804737724479536,-0.0018912959915236421
2026-07-07,-0.012785355662741504,0.0014410765029230417,-0.014226432165664545
2026-07-08,-0.01647068908727068,0.09906242039303922,-0.1155331094803099
2026-07-09,-0.017548084248672317,0.014413366317878599,-0.03196145056655092
2026-07-10,0.0312514795964586,0.0312514795964586,0.0
2026-07-13,-0.0377827138391848,-0.0377827138391848,0.0
